(-31.3, 10.61), (255, 255, 255)
(-32.87, 22.25), (255, 255, 255)
(-21.85, 35.54), (255, 255, 255)
(-22.25, 37.13), (255, 255, 255)
(-25.5, 38.75), (255, 255, 255)
(-18.61, 20.9), (255, 255, 255)
(-21.16, 25.72), (255, 255, 255)
(-19.51, 35.91), (255, 255, 255)
(-24.67, 11.34), (255, 255, 255)
(-20.67, 20.92), (255, 255, 255)
(-30.17, 18.14), (255, 255, 255)
(-33.65, 27.09), (255, 255, 255)
(-12.07, 20.88), (255, 255, 255)
(-27.0, 30.54), (255, 255, 255)
(-11.75, 20.61), (255, 255, 255)
(-14.69, 30.56), (255, 255, 255)
(-19.58, 28.37), (255, 255, 255)
(-16.93, 28.87), (255, 255, 255)
(-15.37, 16.33), (255, 255, 255)
(-36.95, 17.42), (255, 255, 255)
(-19.28, 31.87), (255, 255, 255)
(-13.53, 18.07), (255, 255, 255)
(-38.08, 19.6), (255, 255, 255)
(-21.62, 32.94), (255, 255, 255)
(-17.75, 29.88), (255, 255, 255)
(-21.58, 24.27), (255, 255, 255)
(-30.53, 17.87), (255, 255, 255)
(-17.59, 19.6), (255, 255, 255)
(-39.51, 30.99), (255, 255, 255)
(-19.65, 14.27), (255, 255, 255)
(-28.36, 26.2), (255, 255, 255)
(-35.03, 17.52), (255, 255, 255)
(-36.86, 19.56), (255, 255, 255)
(-29.58, 31.48), (255, 255, 255)
(-30.22, 23.48), (255, 255, 255)
(-29.6, 33.5), (255, 255, 255)
(-18.64, 16.95), (255, 255, 255)
(-31.44, 8.83), (255, 255, 255)
(-32.25, 33.99), (255, 255, 255)
(-20.0, 18.38), (255, 255, 255)
(-25.84, 31.68), (255, 255, 255)
(-39.46, 27.7), (255, 255, 255)
(-13.55, 29.75), (255, 255, 255)
(-38.61, 32.94), (255, 255, 255)
(-19.54, 21.93), (255, 255, 255)
(-24.56, 32.43), (255, 255, 255)
(-21.09, 35.36), (255, 255, 255)
(-37.28, 22.79), (255, 255, 255)
(-29.84, 38.15), (255, 255, 255)
(-21.3, 25.33), (255, 255, 255)
(-22.06, 28.7), (255, 255, 255)
(-14.7, 20.55), (255, 255, 255)
(-31.08, 16.39), (255, 255, 255)
(-26.0, 30.71), (255, 255, 255)
(-21.43, 27.95), (255, 255, 255)
(-15.58, 29.72), (255, 255, 255)
(-22.81, 33.21), (255, 255, 255)
(-40.96, 22.13), (255, 255, 255)
(-15.2, 17.33), (255, 255, 255)
(-31.64, 10.98), (255, 255, 255)
(-37.95, 19.24), (255, 255, 255)
(-16.14, 12.73), (255, 255, 255)
(-21.32, 24.48), (255, 255, 255)
(-18.77, 23.22), (255, 255, 255)
(-26.49, 34.63), (255, 255, 255)
(-31.81, 16.15), (255, 255, 255)
(-20.21, 12.24), (255, 255, 255)
(-24.7, 28.28), (255, 255, 255)
(-28.24, 35.28), (255, 255, 255)
(-34.09, 23.81), (255, 255, 255)
(-18.82, 36.55), (255, 255, 255)
(-33.73, 14.7), (255, 255, 255)
(-34.73, 25.21), (255, 255, 255)
(-39.03, 15.92), (255, 255, 255)
(-37.63, 24.06), (255, 255, 255)
(-29.08, 30.11), (255, 255, 255)
(-17.08, 23.65), (255, 255, 255)
(-24.07, 13.06), (255, 255, 255)
(-11.41, 25.41), (255, 255, 255)
(-22.56, 29.78), (255, 255, 255)
(-18.4, 24.8), (255, 255, 255)
(-21.92, 10.56), (255, 255, 255)
(-23.7, 12.65), (255, 255, 255)
(-12.76, 20.54), (255, 255, 255)
(-14.94, 16.51), (255, 255, 255)
(-21.5, 22.81), (255, 255, 255)
(-39.48, 19.56), (255, 255, 255)
(-33.91, 28.69), (255, 255, 255)
(-21.24, 23.47), (255, 255, 255)
(-17.32, 26.21), (255, 255, 255)
(11.33, 17.31), (255, 255, 255)
(28.17, 22.59), (255, 255, 255)
(12.38, 5.85), (255, 255, 255)
(19.21, 11.48), (255, 255, 255)
(26.87, 28.71), (255, 255, 255)
(12.83, 14.08), (255, 255, 255)
(21.03, 12.7), (255, 255, 255)
(13.12, 16.16), (255, 255, 255)
(11.12, 14.27), (255, 255, 255)
(27.2, 15.73), (255, 255, 255)
(20.78, 22.69), (255, 255, 255)
(23.06, 10.7), (255, 255, 255)
(28.06, 29.17), (255, 255, 255)
(25.77, 23.11), (255, 255, 255)
(28.21, 29.11), (255, 255, 255)
(33.91, 21.93), (255, 255, 255)
(20.73, 7.63), (255, 255, 255)
(15.52, 13.78), (255, 255, 255)
(8.97, 17.36), (255, 255, 255)
(23.85, 4.73), (255, 255, 255)
(22.08, 25.29), (255, 255, 255)
(26.43, 4.69), (255, 255, 255)
(13.06, 27.38), (255, 255, 255)
(14.96, 29.32), (255, 255, 255)
(29.06, 15.45), (255, 255, 255)
(35.81, 9.62), (255, 255, 255)
(18.33, 10.97), (255, 255, 255)
(23.05, 19.54), (255, 255, 255)
(28.5, 19.46), (255, 255, 255)
(34.87, 22.12), (255, 255, 255)
(21.13, 25.25), (255, 255, 255)
(14.23, 10.89), (255, 255, 255)
(24.73, 4.69), (255, 255, 255)
(20.77, 17.46), (255, 255, 255)
(14.95, 29.02), (255, 255, 255)
(31.67, 27.05), (255, 255, 255)
(11.52, 21.21), (255, 255, 255)
(19.09, 10.71), (255, 255, 255)
(24.03, 28.44), (255, 255, 255)
(28.39, 23.57), (255, 255, 255)
(10.32, 25.71), (255, 255, 255)
(28.2, 3.24), (255, 255, 255)
(27.93, 13.72), (255, 255, 255)
(29.17, 22.46), (255, 255, 255)
(13.79, 15.58), (255, 255, 255)
(8.71, 15.35), (255, 255, 255)
(18.5, 12.55), (255, 255, 255)
(24.08, 31.55), (255, 255, 255)
(11.62, 13.48), (255, 255, 255)
(15.27, 18.81), (255, 255, 255)
(14.6, 10.13), (255, 255, 255)
(16.02, 22.11), (255, 255, 255)
(19.57, 17.61), (255, 255, 255)
(7.69, 20.05), (255, 255, 255)
(15.32, 22.98), (255, 255, 255)
(28.37, 8.33), (255, 255, 255)
(32.96, 11.67), (255, 255, 255)
(25.9, 21.26), (255, 255, 255)
(29.65, 29.66), (255, 255, 255)
(13.66, 5.05), (255, 255, 255)
(34.86, 20.47), (255, 255, 255)
(31.23, 26.24), (255, 255, 255)
(18.01, 30.8), (255, 255, 255)
(27.22, 3.43), (255, 255, 255)
(9.62, 11.71), (255, 255, 255)
(15.2, 29.79), (255, 255, 255)
(19.41, 5.54), (255, 255, 255)
(18.06, 10.6), (255, 255, 255)
(22.89, 32.32), (255, 255, 255)
(17.08, 10.59), (255, 255, 255)
(8.9, 9.85), (255, 255, 255)
(13.85, 9.52), (255, 255, 255)
(19.97, 6.6), (255, 255, 255)
(33.26, 18.68), (255, 255, 255)
(12.57, 26.57), (255, 255, 255)
(28.7, 3.55), (255, 255, 255)
(25.69, 2.79), (255, 255, 255)
(8.45, 17.17), (255, 255, 255)
(20.75, 1.5), (255, 255, 255)
(29.85, 21.4), (255, 255, 255)
(33.09, 20.79), (255, 255, 255)
(18.42, 8.78), (255, 255, 255)
(14.57, 3.7), (255, 255, 255)
(27.36, 11.92), (255, 255, 255)
(12.02, 8.35), (255, 255, 255)
(36.59, 17.44), (255, 255, 255)
(12.63, 16.16), (255, 255, 255)
(28.44, 18.99), (255, 255, 255)
(16.45, 23.47), (255, 255, 255)
(17.16, 26.51), (255, 255, 255)
(42.7, 13.37), (255, 255, 255)
(50.31, 23.01), (255, 255, 255)
(50.51, 14.31), (255, 255, 255)
(50.98, 32.9), (255, 255, 255)
(51.04, 20.58), (255, 255, 255)
(58.11, 24.8), (255, 255, 255)
(59.47, 23.99), (255, 255, 255)
(30.88, 18.75), (255, 255, 255)
(40.41, 27.73), (255, 255, 255)
(35.12, 10.59), (255, 255, 255)
(38.33, 15.93), (255, 255, 255)
(33.69, 19.59), (255, 255, 255)
(38.12, 14.49), (255, 255, 255)
(51.6, 12.99), (255, 255, 255)
(53.3, 14.34), (255, 255, 255)
(51.23, 8.94), (255, 255, 255)
(54.42, 25.25), (255, 255, 255)
(31.63, 13.22), (255, 255, 255)
(43.9, 17.16), (255, 255, 255)
(45.86, 34.97), (255, 255, 255)
(53.5, 26.6), (255, 255, 255)
(36.65, 34.72), (255, 255, 255)
(55.95, 21.93), (255, 255, 255)
(59.46, 22.66), (255, 255, 255)
(39.29, 34.76), (255, 255, 255)
(45.17, 12.86), (255, 255, 255)
(47.52, 10.9), (255, 255, 255)
(51.41, 21.49), (255, 255, 255)
(52.19, 23.97), (255, 255, 255)
(33.61, 18.61), (255, 255, 255)
(40.87, 11.19), (255, 255, 255)
(36.83, 20.55), (255, 255, 255)
(35.03, 19.4), (255, 255, 255)
(39.73, 9.47), (255, 255, 255)
(29.33, 18.97), (255, 255, 255)
(46.11, 7.49), (255, 255, 255)
(33.29, 16.31), (255, 255, 255)
(47.04, 33.47), (255, 255, 255)
(58.87, 26.83), (255, 255, 255)
(49.53, 29.85), (255, 255, 255)
(57.13, 19.96), (255, 255, 255)
(35.4, 30.29), (255, 255, 255)
(40.19, 11.35), (255, 255, 255)
(47.06, 12.3), (255, 255, 255)
(57.99, 20.63), (255, 255, 255)
(35.76, 31.58), (255, 255, 255)
(57.37, 19.8), (255, 255, 255)
(56.07, 22.31), (255, 255, 255)
(45.34, 22.91), (255, 255, 255)
(34.05, 11.44), (255, 255, 255)
(48.3, 22.53), (255, 255, 255)
(45.76, 36.39), (255, 255, 255)
(43.06, 14.76), (255, 255, 255)
(40.16, 33.54), (255, 255, 255)
(37.23, 34.84), (255, 255, 255)
(57.63, 16.09), (255, 255, 255)
(37.88, 25.31), (255, 255, 255)
(42.75, 28.3), (255, 255, 255)
(48.56, 17.03), (255, 255, 255)
(51.28, 30.83), (255, 255, 255)
(47.83, 21.76), (255, 255, 255)
(38.78, 8.04), (255, 255, 255)
(53.7, 25.23), (255, 255, 255)
(51.49, 15.02), (255, 255, 255)
(35.8, 15.16), (255, 255, 255)
(51.53, 15.47), (255, 255, 255)
(36.8, 13.38), (255, 255, 255)
(41.52, 8.23), (255, 255, 255)
(43.49, 37.67), (255, 255, 255)
(33.51, 28.49), (255, 255, 255)
(33.63, 31.09), (255, 255, 255)
(32.18, 24.93), (255, 255, 255)
(58.12, 20.05), (255, 255, 255)
(45.1, 17.41), (255, 255, 255)
(56.37, 23.04), (255, 255, 255)
(43.04, 37.56), (255, 255, 255)
(30.86, 22.84), (255, 255, 255)
(31.83, 19.33), (255, 255, 255)
(44.42, 37.51), (255, 255, 255)
(38.3, 13.82), (255, 255, 255)
(33.89, 22.66), (255, 255, 255)
(41.68, 32.87), (255, 255, 255)
(53.28, 30.09), (255, 255, 255)
(54.8, 15.24), (255, 255, 255)
(42.16, 11.51), (255, 255, 255)
(55.68, 23.9), (255, 255, 255)
(36.93, 23.16), (255, 255, 255)
(40.67, 10.93), (255, 255, 255)
(38.27, 15.72), (255, 255, 255)
(32.76, 31.1), (255, 255, 255)
(-46.29, 47.14), (255, 255, 255)
(-42.0, 46.25), (255, 255, 255)
(-53.46, 32.05), (255, 255, 255)
(-42.31, 34.41), (255, 255, 255)
(-39.17, 35.6), (255, 255, 255)
(-53.4, 46.06), (255, 255, 255)
(-49.46, 42.3), (255, 255, 255)
(-59.73, 36.96), (255, 255, 255)
(-38.97, 33.81), (255, 255, 255)
(-37.86, 37.71), (255, 255, 255)
(-49.49, 27.53), (255, 255, 255)
(-46.33, 29.39), (255, 255, 255)
(-52.57, 40.43), (255, 255, 255)
(-47.65, 19.34), (255, 255, 255)
(-44.02, 37.61), (255, 255, 255)
(-33.2, 24.61), (255, 255, 255)
(-40.27, 20.79), (255, 255, 255)
(-42.58, 39.07), (255, 255, 255)
(-44.01, 23.19), (255, 255, 255)
(-38.86, 24.98), (255, 255, 255)
(-36.7, 34.07), (255, 255, 255)
(-36.24, 45.57), (255, 255, 255)
(-32.32, 32.53), (255, 255, 255)
(-37.58, 29.79), (255, 255, 255)
(-53.51, 30.74), (255, 255, 255)
(-30.04, 30.03), (255, 255, 255)
(-31.11, 34.39), (255, 255, 255)
