(-36.64, 35.59), (255, 255, 255)
(-50.29, 17.71), (255, 255, 255)
(-45.05, 7.73), (255, 255, 255)
(-20.36, 8.28), (255, 255, 255)
(-57.2, 21.34), (255, 255, 255)
(-43.85, 19.36), (255, 255, 255)
(-29.58, 41.26), (255, 255, 255)
(-59.08, 26.65), (255, 255, 255)
(-35.24, 27.17), (255, 255, 255)
(-24.47, 8.16), (255, 255, 255)
(-49.71, 27.12), (255, 255, 255)
(-52.9, 14.03), (255, 255, 255)
(-31.72, 0.17), (255, 255, 255)
(-35.13, 36.99), (255, 255, 255)
(-23.74, 7.1), (255, 255, 255)
(-57.09, 34.08), (255, 255, 255)
(-37.04, 38.64), (255, 255, 255)
(-20.64, 22.9), (255, 255, 255)
(-40.97, 27.98), (255, 255, 255)
(-45.73, 29.63), (255, 255, 255)
(-26.77, 12.98), (255, 255, 255)
(-32.51, 32.63), (255, 255, 255)
(-42.05, 31.05), (255, 255, 255)
(-38.36, 39.28), (255, 255, 255)
(-30.28, 17.03), (255, 255, 255)
(-33.15, 16.5), (255, 255, 255)
(-43.01, 19.76), (255, 255, 255)
(-52.75, 16.47), (255, 255, 255)
(-29.76, 26.55), (255, 255, 255)
(-40.38, 32.71), (255, 255, 255)
(-18.51, 25.0), (255, 255, 255)
(-23.45, 4.67), (255, 255, 255)
(-34.07, 44.19), (255, 255, 255)
(-44.48, 44.24), (255, 255, 255)
(-27.19, 40.22), (255, 255, 255)
(-32.45, 17.52), (255, 255, 255)
(-46.54, 26.05), (255, 255, 255)
(-50.72, 37.76), (255, 255, 255)
(-28.38, 23.52), (255, 255, 255)
(-18.4, 27.06), (255, 255, 255)
(-24.05, 25.81), (255, 255, 255)
(-43.31, 22.84), (255, 255, 255)
(-47.68, 33.65), (255, 255, 255)
(-40.92, 10.78), (255, 255, 255)
(-44.38, 18.53), (255, 255, 255)
(-24.35, 7.34), (255, 255, 255)
(-15.77, 19.22), (255, 255, 255)
(-43.89, 34.69), (255, 255, 255)
(-58.05, 30.74), (255, 255, 255)
(-59.45, 16.79), (255, 255, 255)
(-43.32, 3.32), (255, 255, 255)
(-26.71, 36.34), (255, 255, 255)
(-52.82, 22.29), (255, 255, 255)
(-25.14, 7.1), (255, 255, 255)
