(47.13, -20.02), (255, 255, 255)
(38.46, -5.15), (255, 255, 255)
(53.09, -20.07), (255, 255, 255)
(49.65, -21.46), (255, 255, 255)
(58.56, -10.59), (255, 255, 255)
(52.67, -16.93), (255, 255, 255)
(29.87, -7.71), (255, 255, 255)
(40.38, -21.03), (255, 255, 255)
(50.03, 0.84), (255, 255, 255)
(48.43, -6.24), (255, 255, 255)
(31.3, -6.96), (255, 255, 255)
(44.81, -26.58), (255, 255, 255)
(37.69, -6.33), (255, 255, 255)
(45.38, -38.84), (255, 255, 255)
(31.69, -3.85), (255, 255, 255)
(40.75, -7.42), (255, 255, 255)
(34.81, -10.27), (255, 255, 255)
(57.68, -27.13), (255, 255, 255)
(51.37, -2.26), (255, 255, 255)
(35.25, -23.88), (255, 255, 255)
(57.36, -1.23), (255, 255, 255)
(47.97, -1.87), (255, 255, 255)
(57.47, -28.61), (255, 255, 255)
(39.01, -11.84), (255, 255, 255)
(45.0, -18.82), (255, 255, 255)
(45.52, -33.79), (255, 255, 255)
(56.06, -34.46), (255, 255, 255)
(47.79, -24.44), (255, 255, 255)
(39.52, -17.43), (255, 255, 255)
(29.23, -29.87), (255, 255, 255)
(28.42, -17.69), (255, 255, 255)
(54.01, -39.71), (255, 255, 255)
(34.0, -15.2), (255, 255, 255)
(29.8, -24.99), (255, 255, 255)
(54.22, -21.38), (255, 255, 255)
(47.91, 2.04), (255, 255, 255)
(44.8, -23.41), (255, 255, 255)
(41.4, -25.96), (255, 255, 255)
(59.7, -31.67), (255, 255, 255)
(31.11, -26.29), (255, 255, 255)
(57.67, -31.99), (255, 255, 255)
(38.91, -10.22), (255, 255, 255)
(46.11, -15.7), (255, 255, 255)
(46.77, -3.65), (255, 255, 255)
(43.43, -36.76), (255, 255, 255)
(57.98, -19.22), (255, 255, 255)
(54.63, -27.4), (255, 255, 255)
(59.62, -9.56), (255, 255, 255)
(57.23, -11.64), (255, 255, 255)
(55.27, -5.81), (255, 255, 255)
(38.34, -21.05), (255, 255, 255)
(26.52, -12.18), (255, 255, 255)
(46.59, 0.7), (255, 255, 255)
(41.5, -5.97), (255, 255, 255)
(44.26, -17.02), (255, 255, 255)
(58.85, -9.29), (255, 255, 255)
(52.1, -22.08), (255, 255, 255)
(39.32, -12.77), (255, 255, 255)
(43.76, -37.77), (255, 255, 255)
(43.65, -35.6), (255, 255, 255)
(40.91, -14.82), (255, 255, 255)
(53.8, -39.53), (255, 255, 255)
(51.62, -25.58), (255, 255, 255)
(55.53, -20.32), (255, 255, 255)
(39.37, -12.12), (255, 255, 255)
