(-39.0, 56.59), (255, 255, 255)
(-37.37, 56.82), (255, 255, 255)
(-30.6, 46.26), (255, 255, 255)
(-47.77, 39.61), (255, 255, 255)
(-41.73, 57.04), (255, 255, 255)
(-30.77, 51.76), (255, 255, 255)
(-52.3, 43.84), (255, 255, 255)
(-53.97, 40.29), (255, 255, 255)
(-57.38, 37.31), (255, 255, 255)
(-51.56, 41.07), (255, 255, 255)
(-50.95, 40.43), (255, 255, 255)
(-55.3, 55.03), (255, 255, 255)
(-51.62, 55.88), (255, 255, 255)
(-56.59, 53.76), (255, 255, 255)
(-55.68, 34.56), (255, 255, 255)
(-48.38, 38.93), (255, 255, 255)
(-53.2, 52.86), (255, 255, 255)
(-32.9, 48.18), (255, 255, 255)
(-46.53, 59.91), (255, 255, 255)
(-48.26, 31.49), (255, 255, 255)
(-57.36, 38.67), (255, 255, 255)
(-32.22, 50.12), (255, 255, 255)
(-59.84, 38.25), (255, 255, 255)
(-46.75, 35.27), (255, 255, 255)
(-43.75, 47.84), (255, 255, 255)
(-58.63, 35.61), (255, 255, 255)
(-32.88, 39.65), (255, 255, 255)
(-41.82, 42.45), (255, 255, 255)
(-34.95, 49.53), (255, 255, 255)
(-48.8, 32.38), (255, 255, 255)
(-55.43, 57.58), (255, 255, 255)
(-50.01, 29.59), (255, 255, 255)
(-56.6, 46.95), (255, 255, 255)
(-45.38, 33.0), (255, 255, 255)
(-40.68, 46.29), (255, 255, 255)
(-31.64, 52.04), (255, 255, 255)
(-48.49, 46.13), (255, 255, 255)
(-43.99, 51.86), (255, 255, 255)
(-39.2, 58.21), (255, 255, 255)
(-29.3, 51.71), (255, 255, 255)
(-33.46, 53.39), (255, 255, 255)
(-34.55, 42.31), (255, 255, 255)
(-50.64, 34.62), (255, 255, 255)
(-38.58, 46.53), (255, 255, 255)
(-44.87, 59.63), (255, 255, 255)
(-39.82, 36.38), (255, 255, 255)
(-57.58, 48.05), (255, 255, 255)
(-30.3, 48.97), (255, 255, 255)
(-37.72, 43.72), (255, 255, 255)
(-38.83, 54.85), (255, 255, 255)
(-35.1, 36.67), (255, 255, 255)
(-38.18, 47.38), (255, 255, 255)
(-50.74, 58.8), (255, 255, 255)
(-46.13, 54.29), (255, 255, 255)
(-36.22, 41.75), (255, 255, 255)
(-59.08, 50.93), (255, 255, 255)
(-58.26, 45.37), (255, 255, 255)
(-47.62, 42.48), (255, 255, 255)
(-39.34, 34.06), (255, 255, 255)
(-44.52, 33.38), (255, 255, 255)
(-48.71, 48.95), (255, 255, 255)
(-46.32, 51.71), (255, 255, 255)
(-56.4, 45.43), (255, 255, 255)
(-30.66, 58.87), (255, 255, 255)
(-43.87, 49.42), (255, 255, 255)
(-41.78, 46.73), (255, 255, 255)
(-43.31, 32.59), (255, 255, 255)
(-51.0, 50.21), (255, 255, 255)
